draw_date,weekday,number_1,number_2,number_3,number_4,number_5,jackpot_text,jackpot_amount,rule_version,source_url
1993-04-23,Friday,20,21,22,30,33,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-04-27,Tuesday,2,12,19,21,33,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-04-29,Thursday,5,10,22,35,39,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-04-30,Friday,7,20,25,30,33,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-05-04,Tuesday,4,5,8,10,36,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-05-06,Thursday,1,3,7,10,22,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-05-07,Friday,5,6,20,23,26,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-05-11,Tuesday,5,11,15,23,29,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-05-13,Thursday,14,17,18,19,37,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-05-14,Friday,18,22,33,37,39,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-05-18,Tuesday,16,18,20,32,33,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-05-20,Thursday,3,6,19,27,29,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-05-21,Friday,1,4,7,20,27,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-05-25,Tuesday,18,19,25,30,34,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-05-27,Thursday,3,6,11,21,35,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-05-28,Friday,7,14,20,25,31,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-06-01,Tuesday,1,8,14,15,27,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-06-03,Thursday,7,12,16,21,22,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-06-04,Friday,3,6,17,29,34,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-06-08,Tuesday,2,4,5,8,14,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-06-10,Thursday,2,7,10,27,39,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-06-11,Friday,26,30,31,35,36,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-06-15,Tuesday,16,20,22,36,38,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-06-17,Thursday,7,8,10,12,13,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-06-18,Friday,17,25,26,27,38,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-06-22,Tuesday,19,22,25,30,35,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-06-24,Thursday,12,14,22,24,30,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-06-25,Friday,8,17,23,27,30,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-06-29,Tuesday,20,26,27,38,39,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-07-01,Thursday,11,17,22,28,29,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-07-02,Friday,5,8,12,28,37,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-07-06,Tuesday,2,6,16,17,31,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-07-08,Thursday,9,12,34,35,38,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-07-09,Friday,4,8,24,28,32,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-07-13,Tuesday,9,25,26,34,38,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-07-15,Thursday,2,4,8,9,38,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-07-16,Friday,19,21,22,23,28,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-07-20,Tuesday,1,22,27,33,34,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-07-22,Thursday,1,4,21,27,35,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-07-23,Friday,15,22,34,37,39,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-07-27,Tuesday,13,22,26,29,30,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-07-29,Thursday,14,16,23,24,36,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-07-30,Friday,12,17,25,30,32,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-08-03,Tuesday,5,6,21,29,36,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-08-05,Thursday,1,5,20,35,39,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-08-06,Friday,9,13,14,19,30,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-08-10,Tuesday,3,8,23,26,37,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-08-12,Thursday,13,22,24,26,27,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-08-13,Friday,21,24,26,27,31,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-08-17,Tuesday,10,13,17,25,31,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-08-19,Thursday,8,12,31,35,39,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-08-20,Friday,11,12,19,33,39,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-08-24,Tuesday,3,9,17,23,31,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-08-26,Thursday,4,16,18,19,28,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-08-27,Friday,11,19,24,26,37,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-08-31,Tuesday,3,5,14,33,36,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-09-02,Thursday,1,15,27,28,36,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-09-03,Friday,1,3,7,13,39,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-09-07,Tuesday,5,18,25,27,29,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-09-09,Thursday,4,5,13,17,21,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-09-10,Friday,20,26,29,30,32,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-09-14,Tuesday,3,6,16,24,29,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-09-16,Thursday,5,7,13,25,38,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-09-17,Friday,15,19,22,25,31,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-09-21,Tuesday,6,15,24,25,37,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-09-23,Thursday,14,23,27,29,36,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-09-24,Friday,10,19,26,28,32,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-09-28,Tuesday,5,6,12,35,38,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-09-30,Thursday,19,20,28,34,37,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-10-01,Friday,1,8,10,23,28,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-10-05,Tuesday,2,7,9,31,37,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-10-07,Thursday,13,14,22,26,35,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-10-08,Friday,3,14,23,24,33,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-10-12,Tuesday,14,15,19,34,37,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-10-14,Thursday,3,11,23,31,36,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-10-15,Friday,6,23,30,35,37,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-10-19,Tuesday,8,18,20,33,37,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-10-21,Thursday,2,11,13,22,33,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-10-22,Friday,14,19,26,35,38,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-10-26,Tuesday,6,12,30,31,39,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-10-28,Thursday,3,22,26,27,30,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-10-29,Friday,7,21,24,36,38,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-11-02,Tuesday,10,16,21,32,33,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-11-04,Thursday,9,13,22,24,31,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-11-05,Friday,19,20,24,30,37,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-11-09,Tuesday,15,19,28,30,38,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-11-11,Thursday,2,5,13,21,26,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-11-12,Friday,5,11,14,32,33,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-11-16,Tuesday,1,4,13,16,28,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-11-18,Thursday,3,9,17,35,39,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-11-19,Friday,18,19,32,36,37,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-11-23,Tuesday,17,19,22,24,27,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-11-25,Thursday,3,8,12,18,35,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-11-26,Friday,5,7,23,28,29,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-11-30,Tuesday,4,21,26,32,34,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-12-02,Thursday,9,20,23,29,33,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-12-03,Friday,15,19,29,32,36,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-12-07,Tuesday,5,12,23,37,39,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-12-09,Thursday,6,13,21,26,28,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-12-10,Friday,5,6,25,27,36,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-12-14,Tuesday,1,3,5,18,31,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-12-16,Thursday,2,3,13,31,35,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-12-17,Friday,6,15,18,25,35,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-12-21,Tuesday,2,11,28,32,36,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-12-23,Thursday,12,20,33,34,37,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-12-24,Friday,8,25,31,34,35,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-12-28,Tuesday,4,5,10,30,39,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-12-30,Thursday,1,17,29,31,38,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1993-12-31,Friday,7,12,18,21,23,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1993
1994-01-04,Tuesday,5,23,26,28,37,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-01-06,Thursday,4,9,11,34,38,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-01-07,Friday,1,14,16,23,34,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-01-11,Tuesday,4,17,21,26,37,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-01-13,Thursday,3,6,11,27,36,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-01-14,Friday,4,7,11,23,35,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-01-18,Tuesday,9,12,14,34,37,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-01-20,Thursday,4,8,13,15,28,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-01-21,Friday,5,20,21,22,31,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-01-25,Tuesday,3,16,22,24,36,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-01-27,Thursday,9,20,28,33,34,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-01-28,Friday,5,14,17,25,34,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-02-01,Tuesday,24,26,29,35,38,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-02-03,Thursday,7,9,15,28,32,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-02-04,Friday,2,11,22,38,39,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-02-08,Tuesday,6,21,24,37,38,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-02-10,Thursday,4,14,16,21,30,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-02-11,Friday,5,11,12,26,32,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-02-15,Tuesday,6,28,36,37,39,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-02-17,Thursday,3,6,9,20,39,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-02-18,Friday,4,7,8,9,27,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-02-22,Tuesday,19,22,27,30,31,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-02-24,Thursday,2,5,7,14,39,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-02-25,Friday,10,12,13,16,37,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-03-01,Tuesday,11,15,16,18,32,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-03-03,Thursday,8,24,25,30,32,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-03-04,Friday,5,21,23,27,33,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-03-08,Tuesday,2,8,14,26,39,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-03-10,Thursday,13,27,35,36,38,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-03-11,Friday,6,12,27,31,38,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-03-15,Tuesday,7,9,16,27,35,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-03-17,Thursday,6,15,16,23,24,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-03-18,Friday,12,13,19,25,35,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-03-22,Tuesday,6,14,15,21,34,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-03-24,Thursday,2,5,12,13,37,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-03-25,Friday,6,12,16,24,32,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-03-29,Tuesday,13,23,36,37,38,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-03-31,Thursday,13,16,18,21,39,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-04-01,Friday,4,14,19,25,26,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-04-05,Tuesday,12,16,18,33,37,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-04-07,Thursday,5,20,29,38,39,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-04-08,Friday,1,11,20,28,34,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-04-12,Tuesday,6,20,23,25,37,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-04-14,Thursday,18,19,28,29,34,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-04-15,Friday,27,29,30,33,34,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-04-19,Tuesday,7,16,26,28,37,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-04-21,Thursday,4,7,10,12,30,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-04-22,Friday,4,13,14,28,31,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-04-26,Tuesday,2,4,6,17,30,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-04-28,Thursday,5,20,22,27,37,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-04-29,Friday,14,16,23,33,37,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-05-03,Tuesday,9,12,15,21,36,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-05-05,Thursday,7,22,28,33,35,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-05-06,Friday,4,6,14,22,30,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-05-10,Tuesday,5,14,17,22,27,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-05-12,Thursday,7,10,12,18,25,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-05-13,Friday,5,7,9,18,25,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-05-17,Tuesday,4,13,22,25,26,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-05-19,Thursday,1,8,13,25,34,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-05-20,Friday,13,26,28,32,37,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-05-24,Tuesday,1,15,25,33,37,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-05-26,Thursday,4,5,10,19,23,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-05-27,Friday,21,25,27,32,38,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-05-31,Tuesday,3,24,32,33,37,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-06-02,Thursday,10,20,35,38,39,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-06-03,Friday,12,14,15,16,36,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-06-07,Tuesday,5,15,18,22,36,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-06-09,Thursday,7,14,22,28,33,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-06-10,Friday,2,14,16,33,34,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-06-14,Tuesday,5,6,14,27,33,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-06-16,Thursday,5,17,36,38,39,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-06-17,Friday,21,22,24,33,39,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-06-21,Tuesday,18,23,24,38,39,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-06-23,Thursday,8,22,23,25,36,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-06-24,Friday,4,11,18,21,33,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-06-28,Tuesday,5,12,13,22,36,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-06-30,Thursday,6,16,22,29,30,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-07-01,Friday,5,13,18,22,37,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-07-05,Tuesday,5,22,23,24,39,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-07-07,Thursday,15,23,25,29,34,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
1994-07-08,Friday,7,10,23,26,38,To Be Cacluculated,,FANTASY5_5_OF_39,https://www.lotterycorner.com/ca/fantasy-5/1994
